0,1,2,3,4
0.855855855855856,0.8760932944606413,0.9396984924623117,0.7427385892116183,0.9756756756756757
0.8522522522522522,0.8760932944606413,0.9396984924623117,0.7427385892116183,0.9756756756756757
0.8486486486486486,0.868804664723032,0.9396984924623117,0.7385892116182573,0.9675675675675677
0.8450450450450451,0.8629737609329445,0.9396984924623117,0.7302904564315353,0.9675675675675677
0.8432432432432433,0.8775510204081632,0.9396984924623117,0.7302904564315353,0.9675675675675677
0.8414414414414415,0.8279883381924198,0.9447236180904524,0.7178423236514524,0.9432432432432432
0.7837837837837838,0.021865889212828005,0.8944723618090453,0.6514522821576763,0.9540540540540541
0.7837837837837838,0.008746355685131213,0.9346733668341711,0.7012448132780085,0.9486486486486487
0.781981981981982,0.0,0.9346733668341711,0.7178423236514524,0.9459459459459458
0.8,0.2973760932944607,0.9296482412060305,0.7261410788381744,0.9216216216216215
0.8252252252252252,0.4825072886297376,0.8844221105527641,0.7053941908713695,0.845945945945946
0.8306306306306306,0.6588921282798833,0.7437185929648242,0.6970954356846475,0.7108108108108109
0.827027027027027,0.6093294460641399,0.4924623115577891,0.6182572614107884,0.6297297297297297
0.8216216216216217,0.5291545189504373,0.341708542713568,0.5269709543568464,0.6405405405405404
0.8360360360360362,0.5451895043731778,0.3618090452261309,0.5601659751037347,0.7108108108108109
0.8288288288288288,0.5991253644314869,0.4924623115577891,0.6016597510373445,0.7081081081081082
0.8198198198198199,0.5889212827988338,0.48743718592964846,0.5975103734439835,0.7351351351351352
0.8216216216216217,0.6399416909620991,0.48241206030150785,0.5767634854771786,0.7621621621621621
0.8036036036036036,0.6822157434402332,0.6331658291457289,0.6058091286307055,0.8162162162162161
0.7963963963963965,0.6778425655976676,0.7085427135678395,0.6016597510373445,0.8432432432432433
0.7945945945945947,0.6661807580174927,0.78391959798995,0.5892116182572615,0.8702702702702703
0.7909909909909911,0.6632653061224489,0.7989949748743719,0.6141078838174274,0.8918918918918919
0.7873873873873873,0.6924198250728862,0.7989949748743719,0.6141078838174274,0.8918918918918919
0.7855855855855856,0.597667638483965,0.7889447236180906,0.6182572614107884,0.9054054054054055
0.7945945945945947,0.6399416909620991,0.7939698492462313,0.6307053941908713,0.9189189189189189
0.7963963963963965,0.5466472303206997,0.7185929648241207,0.6141078838174274,0.9216216216216215
0.7981981981981983,0.5379008746355685,0.4522613065326637,0.5643153526970957,0.9324324324324325
0.8,0.43731778425655976,0.3718592964824121,0.5269709543568464,0.9189189189189189
0.7963963963963965,0.44897959183673464,0.3618090452261309,0.5269709543568464,0.9135135135135135
0.7873873873873873,0.4402332361516035,0.3668341708542715,0.5186721991701244,0.9081081081081082
0.7945945945945947,0.6865889212827988,0.44723618090452266,0.5228215767634854,0.8945945945945946
0.8,0.6749271137026239,0.5879396984924625,0.5145228215767634,0.8810810810810812
0.8072072072072072,0.6705539358600583,0.733668341708543,0.5767634854771786,0.854054054054054
0.810810810810811,0.6647230320699709,0.8492462311557789,0.5850622406639006,0.8945945945945946
0.8144144144144145,0.6064139941690961,0.8844221105527641,0.6224066390041494,0.9108108108108108
0.8180180180180181,0.641399416909621,0.904522613065327,0.6431535269709543,0.9270270270270271
