0.945670628,0.881231672,0.981060606,0.934782609,0.948347107,0
0.845500849,0.853372434,0.979166667,0.933229814,0.948347107,0
0.882852292,0.837243402,0.979166667,0.931677019,0.948347107,0
0.955857385,0.749266862,0.979166667,0.928571429,0.948347107,0
0.959252971,0.612903226,0.979166667,0.931677019,0.948347107,0
0.957555178,0.614369501,0.979166667,0.925465839,0.948347107,0
0.957555178,0.615835777,0.977272727,0.927018634,0.948347107,0
0.957555178,0.617302053,0.977272727,0.923913043,0.948347107,0
0.955857385,0.618768328,0.977272727,0.928571429,0.948347107,0
0.955857385,0.620234604,0.977272727,0.928571429,0.948347107,0
0.954159593,0.62170088,0.977272727,0.928571429,0.946280992,0
0.9524618,0.636363636,0.977272727,0.927018634,0.946280992,0
0.9524618,0.652492669,0.975378788,0.925465839,0.94214876,0
0.9524618,0.667155425,0.977272727,0.920807453,0.940082645,0
0.9524618,0.681818182,0.977272727,0.922360248,0.94214876,0
0.954159593,0.696480938,0.977272727,0.927018634,0.944214876,0
0.957555178,0.711143695,0.979166667,0.925465839,0.944214876,0
0.962648557,0.725806452,0.981060606,0.925465839,0.944214876,0
0.966044143,0.740469208,0.981060606,0.925465839,0.944214876,0
0.967741935,0.747800587,0.981060606,0.927018634,0.94214876,0
0.969439728,0.755131965,0.981060606,0.925465839,0.94214876,0
0.971137521,0.762463343,0.982954545,0.925465839,0.944214876,0
0.9762309,0.772727273,0.981060606,0.925465839,0.944214876,0
0.979626486,0.782991202,0.982954545,0.927018634,0.946280992,0
0.981324278,0.791788856,0.982954545,0.927018634,0.944214876,0
0.981324278,0.894428152,0.973484848,0.923913043,0.940082645,0
0.979626486,0.690615836,0.965909091,0.930124224,0.929752066,0
0.979626486,0.711143695,0.964015152,0.928571429,0.919421488,0
0.979626486,0.717008798,0.962121212,0.927018634,0.915289256,0
0.979626486,0.7228739,0.964015152,0.922360248,0.91322314,0
0.979626486,0.747800587,0.964015152,0.923913043,0.91322314,0
0.979626486,0.731671554,0.964015152,0.923913043,0.91322314,0
0.977928693,0.708211144,0.962121212,0.925465839,0.915289256,0
0.977928693,0.910557185,0.960227273,0.925465839,0.915289256,0
0.9762309,0.910557185,0.956439394,0.923913043,0.915289256,0
0.974533107,0.850439883,0.954545455,0.925465839,0.915289256,0
0.974533107,0.848973607,0.954545455,0.923913043,0.917355372,0
0.974533107,0.841642229,0.950757576,0.925465839,0.915289256,0
0.972835314,0.835777126,0.945075758,0.923913043,0.917355372,0
0.971137521,0.826979472,0.945075758,0.925465839,0.917355372,0
0.969439728,0.828445748,0.956439394,0.928571429,0.923553719,0
0.967741935,0.825513196,0.964015152,0.931677019,0.931818182,0
0.971137521,0.831378299,0.96780303,0.934782609,0.933884298,0
0.972835314,0.826979472,0.96969697,0.936335404,0.935950413,0
0.972835314,0.81085044,0.96969697,0.934782609,0.938016529,0
0.972835314,0.790322581,0.96969697,0.936335404,0.935950413,0
0.971137521,0.796187683,0.96969697,0.934782609,0.935950413,0
0.971137521,0.816715543,0.96969697,0.934782609,0.938016529,0
0.969439728,0.824046921,0.96969697,0.934782609,0.935950413,0
0.959252971,0.826979472,0.96969697,0.934782609,0.935950413,0
0.949066214,0.83431085,0.96969697,0.934782609,0.938016529,0
0.942275042,0.838709677,0.96969697,0.936335404,0.94214876,0
0.950764007,0.841642229,0.96969697,0.936335404,0.94214876,0
0.957555178,0.841642229,0.971590909,0.937888199,0.94214876,0
0.960950764,0.847507331,0.971590909,0.936335404,0.94214876,0
0.962648557,0.848973607,0.973484848,0.936335404,0.94214876,0
0.962648557,0.851906158,0.975378788,0.936335404,0.940082645,0
0.962648557,0.772727273,0.975378788,0.937888199,0.94214876,0
0.962648557,0.772727273,0.977272727,0.936335404,0.944214876,0
0.96434635,0.919354839,0.977272727,0.936335404,0.946280992,0
0.96434635,0.920821114,0.977272727,0.936335404,0.940082645,0
0.96434635,0.920821114,0.977272727,0.936335404,0.938016529,0
0.96434635,0.920821114,0.977272727,0.936335404,0.935950413,0
0.96434635,0.919354839,0.977272727,0.936335404,0.940082645,0
0.966044143,0.815249267,0.977272727,0.936335404,0.94214876,0
0.967741935,0.696480938,0.977272727,0.936335404,0.94214876,0
0.967741935,0.901759531,0.977272727,0.936335404,0.94214876,0
0.971137521,0.923753666,0.977272727,0.936335404,0.944214876,0
0.971137521,0.923753666,0.973484848,0.937888199,0.944214876,0
0.972835314,0.92228739,0.973484848,0.936335404,0.94214876,0
0.971137521,0.923753666,0.971590909,0.936335404,0.94214876,0
0.969439728,0.92228739,0.971590909,0.936335404,0.94214876,0
0.967741935,0.914956012,0.965909091,0.933229814,0.940082645,0
0.969439728,0.904692082,0.952651515,0.930124224,0.925619835,0
0.971137521,0.895894428,0.945075758,0.925465839,0.925619835,0
0.969439728,0.890029326,0.948863636,0.923913043,0.92768595,0
0.969439728,0.890029326,0.952651515,0.916149068,0.929752066,0
0.972835314,0.887096774,0.954545455,0.914596273,0.931818182,0
0.974533107,0.890029326,0.956439394,0.914596273,0.933884298,0
0.974533107,0.88856305,0.956439394,0.913043478,0.938016529,0
0.9762309,0.892961877,0.958333333,0.911490683,0.94214876,0
0.974533107,0.88856305,0.958333333,0.911490683,0.935950413,0
0.9762309,0.887096774,0.956439394,0.909937888,0.92768595,0
0.9762309,0.887096774,0.880681818,0.920807453,0.929752066,0
0.974533107,0.561583578,0.950757576,0.922360248,0.931818182,0
0.981324278,0.57771261,0.958333333,0.923913043,0.933884298,0
0.9762309,0.870967742,0.958333333,0.923913043,0.935950413,0
0.984719864,0.872434018,0.958333333,0.923913043,0.938016529,0
0.98811545,0.873900293,0.958333333,0.925465839,0.94214876,0
0.991511036,0.85483871,0.958333333,0.925465839,0.944214876,0
0.994906621,0.831378299,0.958333333,0.919254658,0.931818182,0
0.996604414,0.837243402,0.960227273,0.927018634,0.931818182,0
0.998302207,0.822580645,0.960227273,0.925465839,0.931818182,0
0.998302207,0.828445748,0.960227273,0.925465839,0.931818182,0
1,0.828445748,0.960227273,0.919254658,0.929752066,0
1,0.825513196,0.962121212,0.922360248,0.929752066,0
1,0.812316716,0.962121212,0.923913043,0.925619835,0
0.983022071,0.796187683,0.962121212,0.922360248,0.909090909,0
0.9762309,0.671554252,0.952651515,0.922360248,0.915289256,0
0.960950764,0.653958944,0.956439394,0.922360248,0.917355372,0
0.955857385,0.636363636,0.958333333,0.920807453,0.919421488,0
0.954159593,0.618768328,0.958333333,0.920807453,0.921487603,0
0.954159593,0.601173021,0.958333333,0.922360248,0.923553719,0
0.954159593,0.583577713,0.958333333,0.922360248,0.925619835,0
